â,آ
mutlaka,مطلقا
mutrib,مطرب
muttasıl,متصل
muvacehe,مواجهه
muvaffak,موفق
muvaffakiyet,موفقيت
muvafık,موافق
muvahhiş,موحش
muvakkar,موقر
muvakkat,موقت
muvakkaten,موقتا
muvâsalat,مواصلات
muvâzaten,موازاتا
muvazene,موازنه
muvazi,موازی
muvazzaf,موظف
muzafferiyet,مظفریت
muzdarip,مضطرب
muzır,مضر
muzlim,مظلم
muztarib,مضطرب
mübadele,مبادله
mübahesat,مباحثات
mübahese,مباحثه
mübalağa,مبالغه
mübarek,مبارک
mübareze,مبارزه
mübâyaa,مبایعه
mübdi,مبدع
mübeşşir,مبشر
mübhem,مبهم
mübin,مبين
mübrem,مبرم
mübtedi,مبتدی
mübtela,مبتلا
mübtenî,مبتنى
mübtezel,مبتذل
mücadele,مجادله
mücavir,مجاور
mücazat,مجازات
mücbir,مجبر
müceddid,مجدد
mücehhez,مجهز
mücellâ,مجلا
mücellid,مجلد
mücerreb,مجرب
mücerred,مجرد
mücmelen,مجملا
mücrim,مجرم
müctemi',مجتمع
müdafaa,مدافعه
müdahale,مداخله
müdahene,مداهنه
müdavim,مداوم
müddeî,مدعى
müddet,مدت
müddet-i muvakkata,مدت موقته
müddet-i tahsiliye,مدت تحصيليه
müdevver,مدور
müdhiş,مدهش
müdhişe,مدهشه
müdrik,مدرک
müebbeden,مؤبدا
müellefat,مؤلفات
müellif,مؤلف
müesses,مؤسس
müessesat,مؤسسات
müessese,مؤسسه
müessif,مؤسف
müessir,مؤثر
müessiriyet,مؤثریت
müessis,مؤسس
müeyyide,مؤیده
müfekkire,مفكره
müfid,مفيد
müflis,مفلس
müfreze,مفرزه
müfrit,مفرط
müfsid,مفسد
müftehir,مفتخر
müftekir,مفتقر
müfteri,مفتری
müheyya,مهيا
müheyyic,مهيج
mühim,مهم
mühimmat,مهمات
mühimme,مهمه
mühlet,مهلت
mühlik,مهلك
mühr,مهر
mühtedî,مهتدی
mühtez,مهتز
mühürdar,مهردار
müje,مژه
müjgan,مژگان
mükâfat,مكافات
mükâleme,مكالمه
mükâtebe,مكاتبه
mükedder,مكدر
mükemmelen,مكملا
mükemmeliyet,مكمليت
mükerrer,مكرر
mükerreren,مكررا
mükeyyif,مكيف
mükteseb,مكتسب
müktesebat,مكتسبات
müktesebe,مكتسبه
mülakat,ملاقات
mülayim,ملایم
mülazım,ملازم
mülazım-ı evvel,ملازم اول
mülazım-ı sâni,ملازم ثانى
mülevven,ملون
mülevves,ملوث
mülga,ملغا
mülhakat,ملحقات
mülk,ملك
mülteci,ملتجى
mültefit,ملتفت
mülûk,ملوک
mümane'et,ممانعت
mümaselet,مماثلت
mümasil,مماثل
mümâşat,مماشات
mümessil,ممثل
mümeyyiz,مميز
mümeyyize,مميزه
mümin,مؤمن
müminîn,مؤمنين
mümkin,ممكن
mümsik,ممسك
mümtaz,ممتاز
mümtehin,ممتحن
mümteni,ممتنع
mümzâ,ممضى
münâcat,مناجات
münâdi,منادی
münafık,منافق
münâkalat,مناقلات
münâkasa,مناقصه
münâkaşa,مناقشه
münâkız,مناقض
mün'akid,منعقد
mün'akis,منعكس
münakkaş,منقش
münasebat,مناسبات
münatif,منعطف
münâvebeten,مناوبة
münaza'ât,منازعات
münbais,منبعث
münbit,منبت
müncemid,منجمد
mündemic,مندمج
mündericât,مندرجات
münderis,مندرس
münebbih,منبه
müneccim,منجم
münekkid,منقد
münevver,منور
münferid,منفرد
münhal,منحل
münhasır,منحصر
münhasıran,منحصرا
münhezim,منهزم
mün'im,منعم
münkasım,منقسم
münker,منكر
münkesir,منكسر
münkir,منكر
müntahab,منتخب
müntahabat,منتخبات
müntakim,منتقم
münteha,منتها
müntesib,منتسب
müntesip,منتسب
münteşir,منتشر
müphem,مبهم
müptelâ,مبتلا
mürâat,مراعات
müracaat,مراجعت
müradif,مرادف
mürai,مرائى
müraselât,مراسلات
mürasele,مراسله
mürde,مرده
mürebbî,مربى
müreccah,مرجح
müreffeh,مرفه
mürekkeb,مركب
müretteb,مرتب
mürettib,مرتب
mürevvic,مروج
mürg,مرغ
mürgâb,مرغاب
mürid,مرید
mürit,مرید
mürşid,مرشد
mürteci,مرتجع
mürted,مرتد
mürtefi,مرتفع
mürtehen,مرتهن
mürteiş,مرتعش
mürtekib,مرتكب
mürteşî,مرتشى
mürûr,مرور
mürûr-i zaman,مرور زمان
mürüvvet,مروت
müsaade,مساعده
müsaadekâr,مساعده كار
müsabaka,مسابقه
müsabık,مسابق
müsademe,مصادمه
müsadere,مصادره
müsâdif,مصادف
müsafir,مسافر
müsaid,مساعد
müsalaha,مصالحه
müsalemetkâr,مسالمت كار
müsâmaha,مسامحه
müsâmahakâr,مسامحه كار
müsamere,مسامره
müsâvat,مساوات
müsbet,مثبت
müsebbib,مسبب
müseccel,مسجل
müsekkin,مسكن
müsekkit,مسكت
müsellah,مسلح
müselleme,مسلمه
müselles,مثلث
müsellesat,مثلثات
müsellesüşşekl,مثلث الشكل
müselmân,مسلمان
müselsel,مسلسل
müsemma,مسمى
müshil,مسهل
müsin,مسن
müskirat,مسكرات
müslim,مسلم
müsmir,مثمر
müsmiriyet,مثمریت
müsrif,مسرف
müstab'ed,مستبعد
müsta'fî,مستعفى
müstağnî,مستغنى
müstahak,مستحق
müstahdem,مستخدم
müstahdemîn,مستخدمين
müstaid,مستعد
müstakil,مستقل
müstakillen,مستقلا
müstakraza,مستقرضه
müstamel,مستعمل
müsta'mere,مستعمره
müstantık,مستنطق
müstebân,
müstebid,مستبد
müste'cir,مستأجر
müstefid,مستفيد
müstehlik,مستهلك
müstehzi,مستهزی
müstemleke,مستملكه
müstenid,مستند
müsteniden,مستندا
müsterih,مستریح
müstesnâ,مستثنى
müsteşar,مستشار
müsteşrik,مستشرق
müsvedde,مسوده
müşabehet,مشابهت
müşabih,مشابه
müşahedât,مشاهدات
müşâhede,مشاهده
müşahhas,مشخص
müşarik,مشارک
müşarünileyh,مشار اليه
müşa'şa,مشعشع
müşavere,مشاوره
müşekkel,مشكل
müşevveş,مشوش
müşfik,مشفق
müşir,مشير
müşkil,مشكل
müşkilât,مشكلات
müşkilpesend,مشكل پسند
müşt,مشت
müştail,مشتعل
müştak,مشتاق
müştehir,مشتهر
müşteki,مشتكى
müştemilat,مشتملات
müştereken,مشتركا
mütalaa,مطالعه
mütareke,متاركه
müteaddid,متعدد
müteaffin,متعفن
müteahhid,متعهد
müteakib,متعاقب
müteallik,متعلق
müteallim,متعلم
müteammim,متعمم
müteannid,متعند
müteârife,متعارفه
müteassıb,متعصب
mütebahhir,متبحر
mütebahhirane,متبحرانه
mütebaki,متباقى
mütebariz,متبارز
mütebasbıs,متبصبص
mütebessim,متبسم
mütecânis,متجانس
mütecâviz,متجاوز
müteceddid,متجدد
mütecellî,متجلى
mütecessis,متجسس
mütecessisâne,متجسسانه
mütedair,متدائر
mütedeyyin,متدین
müteehhil,متأهل
müteellim,متألم
müteessif,متأسف
müteessifâne,متأسفانه
müteessir,متأثر
müteezzî,متأذی
mütefekkir,متفكر
mütefekkirane,متفكرانه
mütefelsifâne,متفلسفانه
mütefennin,متفنن
müteferrik,متفرق
mütefessih,متفسخ
mütegallib,متغلب
mütegâyir,متغایر
mütehaccir,متحجر
mütehalif,متخالف
mütehammil,متحمل
müteharrî,متحری
müteharrik,متحرک
mütehassıs,متخصص
mütehassir,متحسر
mütehassis,متحسس
mütehâşi,متحاشى
mütehavvil,متحول
mütehayyir,متحير
mütekâbil,متقابل
mütekâbile,متقابله
mütekâbilen,متقابلا
mütekaddim,متقدم
mütekaid,متقاعد
mütekamil,متكامل
mütekebbir,متكبر
mütekeddir,متكدر
mütekellim,متكلم
mütelebbis,متلبس
mütelevvin,متلون
mütemadi,متمادی
mütemadiyen,متمادیا
mütemayil,متمایل
mütemeddin,متمدن
mütemellik,متملك
mütemerkiz,متمركز
mütemevvic,متموج
mütemevvil,متمول
mütemmim,متمم
mütenâhi,متناهى
mütenasib,متناسب
mütenavib,متناوب
mütenâzır,متناظر
müteneffizân,متنفذان
mütenevvi,متنوع
müteradif,مترادف
müterafik,مترافق
mütercem,مترجم
mütercim,مترجم
mütesadif,متصادف
mütesâvi,متساوی
mütesâviyen,متساویا
müteselli,متسلى
müteselsil,متسلسل
müteselsilen,متسلسلا
müteşâir,متشاعر
müteşebbis,متشبث
müteşekkî,متشكى
müteşekkil,متشكل
müteşekkir,متشكر
müteşettit,متشتت
mütetebbi,متتبع
mütevakkıf,متوقف
mütevaliyen,متواليا
mütevattın,متوطن
mütevâzı,متواضع
mütevâzıyâne,متواضيانه
mütevazin,متوازن
müteveccih,متوجه
müteveccihen,متوجها
müteveffâ,متوفا
mütevekkil,متوكل
mütevellî,متولى
mütevellid,متولد
müteverrim,متورم
müteyakkız,متيقظ
mütezâyid,متزاید
mütezelzil,متزلزل
müttefik,متفق
müttehid,متحد
müvekkil,موكل
müverrah,مورخ
müverrih,مورخ
müverrihin,مورخين
müzaheret,مظاهرت
müzahrefat,مزخرفات
müzakere,مذاكره
müzayede,مزایده
müzehheb,مذهب
müzekker,مذكر
müzevvir,مزور
müzeyyen,مزین
müzmin,مزمن
nâ,نا
nââşnâ,نا آشنا
naat,نعت
nâb,ناب
nâbecâ,نابجا
nâbehre,نابهره
nâbekâr,نابكار
nâbîna,نابينا
nâbûd,نابود
nabz,نبض
nabzgîr,نبض گير
nâcî,ناجى
nâcins,ناجنس
nâçâr,ناچار
nâçîz,ناچيز
nâdân,نادان
nâdî,نادی
nâdim,نادم
nâdir,نادر
nâdirât,نادرات
nâdire,نادره
nâdiren,نادرا
nâehl,ناأهل
nâf,ناف
nafaka,نفقه
nâfe,نافه
nâfercâm,نافرجام
nâfıa,نافعه
nâfile,نافله
nâfiz,نافذ
nâgâh,ناگاه
nâgehan,ناگهان
nağamât,نغمات
nağme,نغمه
nağz,نغز
nâhak,ناحق
nâhalef,ناخلف
nahçîr,نخچير
nâhencâr,ناهنجار
nâhid,ناهيد
nahif,نحيف
nâhiye,ناحيه
nahl,نخل
nahl,نحل
nahlistan,نخلستان
nâhoş,ناخوش
nahs,نحس
nâhudâ,ناخدا
nâhudâ,ناخدا
nâhun,ناخن
nahv,نحو
nahvet,نخوت
nahvî,نحوی
nâib,نائب
nâil,نائل
nâim,نائم
nâka,ناقه
nakd,نقد
nakden,نقدا
nâkes,ناكس
nâkıs,ناقص
nakış,نقش
nakib,نقيب
nâkil,ناقل
nakîsa,نقيصه
nakîse,نقيصه
nakkad,نقاد
nakkal,نقال
nakkare,نقاره
nakl,نقل
naklen,نقلا
nakliyat,نقليات
nakliye,نقليه
nakş,نقش
nâkus,ناقوس
nakz,نقض
na'l,نعل
nâlân,نالان
na'lbend,نعلبند
na'lbur,نعلبر
na'lçe,نعلچه
nâle,ناله
nâlende,نالنده
nâm,نام
nâmahdud,نامحدود
nâmahrem,نامحرم
nâmahsus,نامحسوس
nâmakbul,نامقبول
nâmakul,نامعقول
nâmalûm,نامعلوم
nâmâver,نام آور
namaz,نماز
namazgâh,نمازگاه
nâmberdar,نامبردار
nâmcû,نامجو
nâmdar,نامدار
nâme,نامه
nâmefhûm,نامفهوم
nâme'mûl,نامأمول
nâmerd,نامرد
nâmer'î,نامرئى
nâmesbûk,نامسبوق
nâmî,نامى
nâmurad,نامراد
nâmus,ناموس
nâmuskâr,ناموسكار
namuskârane,ناموسكارانه
nâmüsaid,نامساعد
nâmütenahi,نامتناهى
nâmver,نامور
namzed,نامزد
nân,نان
na'nâ',نعناع
nâpâyidar,ناپایدار
nâpervâ,ناپروا
nâr,نار
nâr,نار
na're,نعره
nârencî,نارنجى
nâres,نارس
nâresâ,نارسا
nârevâ,ناروا
narh,نرخ
nâs,ناس
nasâra,نصارا
nasâyih,نصایح
nasib,نصيب
nasihat,نصيحت
nâsipas,ناسپاس
nâsiye,ناصيه
nasrâni,نصرانى
nass,نص
nâsûtî,ناسوتى
na'ş,نعش
nâşî,ناشى
nâşinas,ناشناس
nâşir,ناشر
na't,نعت
nâtamam,ناتمام
nâtık,ناطق
nâtıka,ناطقه
nâtıkaperdâz,ناطقه پرداز
nats,نطس
natûk,نطوق
nâtüvân,ناتوان
nâv,ناو
nâvdan,ناودان
nâvek,ناوک
nây,نای
nâyçe,نایچه
nâyî,نایى
nâyzen,نایزن
naz,ناز
nâzan,نازان
nazar,نظر
nazaran,نظرا
nazargâh,نظرگاه
nazar-ı şübhe,نظر شبهه
nazarî,نظری
nazariyat,نظریات
nazariye,نظریه
nazariyyat,نظریات
nâzende,نازنده
nâzenin,نازنين
nâzım,ناظم
nâzır,ناظر
nazif,نظيف
nâzik,نازک
nâzikâne,نازكانه
nâzil,نازل
nazile,نازله
nazîr,نظير
nazm,نظم
nazmen,نظما
nâzperver,نازپرور
nâzperverde,نازپرورده
nebat,نبات
nebât,نبات
nebâtât,نباتات
nebatî,نباتى
neberd,نبرد
nebî,نبى
nebîre,نبيره
necabet,نجابت
necâset,نجاست
necîb,نجيب
necîs,نجيس
necm,نجم
nedâmet,ندامت
nedim,ندیم
nedret,ندرت
nef',نفع
nefâis,نفائس
nefâset,نفاست
nefer,نفر
nefha,نفحه
nefîr,نفير
nefrin,نفرین
nefs,نفس
nefs- i emmâre,نفس اماره
nefs-i,نفس
nefsî,نفسى
neftî,نفتى
nehâr,نهار
nehârî,نهاری
nehc,نهج
neheng,نهنگ
nehiy,نهى
nehr,نهر
nehy,نهى
nejad,نژاد
nekahet,نقاهت
nekbet,نكبت
nekes,نكس
nem,نم
nemâ,نما
nemed,نمد
nemedpûş,نمدپوش
nemek,نمك
neml,نمل
nemnâk,نمناک
neng,ننگ
nerd,نرد
nerm,نرم
nermin,نرمين
nesc,نسج
neseb,نسب
nesh,نسخ
nesîm,نسيم
nesl,نسل
nesr,نثر
nesren,نثرا
nesrin,نسرین
nessac,نساج
nesteren,نسترن
neşat,نشاط
neş'et,نشئت
neşîde,نشيده
neşr,نشر
neşriyat,نشریات
neşv ü nemâ,نشو و نما
neşve,نشوه
neşvedâr,نشوه دار
neşveyâb,نشوه‌یاب
netâic,نتائج
netîce,نتيجه
netîcepezîr,نتيجه‌پذیر
nev,نو
nev',نوع
nevâ,نوا
nevâde,نواده
nevâdir,نوادر
nevâle,نواله
nev'an mâ,نوعا ما
nevâz,نواز
nevâziş,نوازش
nevbahar,نوبهار
nevbet,نوبت
nevcivan,نوجوان
nevdevlet,نودولت
neve,نوه
nevha,نوحه
nevi,نوع
nevid,نوید
nevin,نوین
nevm,نوم
nevmîd,نوميد
nevnihal,نونهال
nevres,نورس
nevruz,نوروز
nevruziye,نوروزیه
nevzad,نوزاد
neyistan,نيستان
neyzâr,نيزار
neyzen,نيزن
nez',نزع
nezâfet,نظافت
nezâket,نزاكت
nezâret,نظارت
nezd,نزد
nezih,نزیه
nezr,نذر
nısf,نصف
nısf-ı ahîr,نصف اخير
nısfunnehâr,نصف النهار
niam,نعم
nida,نداء
nidâ',نداء
nifâk,نفاق
nigâh,نگاه
nigâr,نگار
nigeh,نگه
nigîn,نگين
nihâd,نهاد
nihâl,نهال
nihân,نهان
nihayet,نهایت
nijâd,نژاد
nîk,نيك
nikab,نقاب
nikbin,نيكبين
nilgun,نيلگون
nîm,نيم
nîm cahilî,نيم جاهلى
nîm muzlim,نيم مظلم
nîm resmî,نيم رسمى
nimet,نعمت
nîreng,نيرنگ
nisâ,نسا
nisâb,نصاب
nisâr,نثار
nisbet,نسبت
nisbî,نسبى
nisvân,نسوان
nisyân,نسيان
nişan,نشان
nişâne,نشانه
nişangâh,نشانگاه
nişîn,نشين
niyâbet,نيابت
niyâm,نيام
niyâz,نياز
niyâzmend,نيازمند
niyyet,نيت
nizâ,نزاع
nizâm,نظام
nizâmname,نظام نامه
nîze,نيزه
nohudî,نخودی
noksân,نقصان
nokta-i nazar,نقطهء نظر
nuhbe,نخبه
nukât,نقاط
nukud,نقود
nukûş,نقوش
nur,نور
nuranî,نورانى
nush,نصح
nusrat,نصرت
nusret,نصرت
nûş,نوش
nûşin,نوشين
nutfe,نطفه
nutk,نطق
nuzzâr,نظار
nübüvvet,نبوت
nücum,نجوم
nüfus,نفوس
nüfuz,نفوذ
nükhet,نكهت
nükte,نكته
nüktedan,نكته دان
nümayan,نمایان
nümayiş,نمایش
nümune,نمونه
nüsah,نسخ
nüsha,نسخه
nüve,نوه
nüvid,نوید
nüzhet,نزهت
nüzul,نزول
ömr,عمر
örf,عرف
örfen,عرفا
örfî,عرفى
örfî idare,عرفى اداره
örfiyyât,عرفيات
öşr,عشر
özr,عذر
özrhâh,عذرخواه
pâ,پا
pâbend,پابند
pâbercâ,پابرجا
pâberikâb,پابركاب
pâbeste,پابسته
pâbirehne,پابرهنه
pâbûsî,پابوسى
pâcâme,پاجامه
pâçe,پاچه
pâdşâh,پادشاه
pâdşâhî,پادشاهى
pâdzehr,پادزهر
paha,بها
pâk,پاک
pâkbâz,پاكباز
pâkdâmen,پاک دامن
pâkîze,پاكيزه
pâlân,پالان
pâlânduz,پالان دوز
pâmâl,پامال
pâpûş,پاپوش
pârçe,پارچه
pâre,پاره
pâre pâre,پاره پاره
pars,پارس
pars,پارس
pârsâ,پارسا
pârsî,پارسى
pâsban,پاسبان
pâş,پاش
pây,پای
pâyân,پایان
pâyânsız,پایانسز
pâybend,پایبند
pâybûsî,پایبوسى
pâydâr,پایدار
pâye,پایه
pâyende,پاینده
pâyidar,پایدار
pâyin,پایين
pâyitaht,پایتخت
pâyîz,پایيز
pâykûb,پایكوب
pazar,بازار
pâzâr,بازار
peder,پدر
pederâne,پدرانه
pederî,پدری
pederşâhî,پدرشاهى
pehlevân,پهلوان
