Türkçe,Osmanlıca
pertevsuz,پرتوسوز
pervâ,پروا
pervâne,پروانه
pervâneveş,پروانه وش
pervâsız,پرواسز
pervaz,پرواز
perver,پرور
perverdigâr,پروردگار
pervin,پروین
pes,پس
pesend,پسند
pesendîde,پسندیده
peşîman,پشيمان
peşin,پيشين
peşm,پشم
pesmânde,پس مانده
peşşe,پشه
peşşebend,پشه بند
peştemal,پشتمال
peszinde,پس زنده
peyâm,پيام
peyamber,پيامبر
peydâ,پيدا
peyderpey,پی در پی
peygam,پيغام
peygamber,پيغمبر
peyk,پيک
peykân,پيکان
peykar,پيكار
peyke,پيکه
peyker,پيکر
peymâ,پيما
peymâne,پيمانه
peyrev,پيرو
pîl,پيل
pınar,پيڭار
pinhan,پنهان
pîr,پير
pîrahen,پيراهن
pîrâye,پيرایه
pîrezen,پيره زن
pırlangıç,پرلانغيچ
pîş,پيش
pîşânî,پيشانی
pîşdar,پيشدار
pîşe,پيشه
pîşekâr,پيشه کار
pîşgâh,پيشگاه
pîşgîr,پيشگير
pîşîn,پيشين
pistan,پستان
piste,پسته
pîşva,پيشوا
piyâde,پياده
piyâle,پياله
post,پست
postîn,پستين
postnişin,پست نشي ن
pûd,پود
puhte,پخته
pul,پول
pûlâd,پولاد
pulat,پولاد
pur,پر
pûr,پور
pür,پر
pürhûn,پرخون
pürsükût,پرسکوت
pürz,پرز
pûş,پوش
püser,پسر
pûşîde,پوشيده
püşt,پشت
püştîban,پشتيبان
pûte,پوته
pûyân,پویان
pûziş,پوزش
rabb,رب
rabbânî,ربانی
rabbî,ربی
râbi,رابع
râbian,رابعا
râbıta,رابظه
râbıtadar,رابطه دار
rabt,ربط
râci,راجی
râci',راجع
racîm,رجيم
ra'd,رعد
radde,راده
rağbet,رغبت
râh,راه
râhib,راهب
rahîm,رحيم
rahl,رحل
rahm,رحم
rahm,رحم
rahman,رحمان
rahmet,رحمت
râhname,راهنامه
rahne,رخنه
rahnüma,راهنما
rahşan,رخشان
rahşende,رخشنده
raht,رخت
rahvar,راهوار
râhzen,راهزن
raiyyet,رعيت
râkib,راکب
rakîb,رقيب
râkiben,راکبا
râkid,راکد
rakik,رقيق
râkım,راقم
rakkas,رقاص
rakkase,رقاصه
raks,رقص
râm,رام
ramak,رمق
ramazaniye,رمضانيه
ra'nâ,رعنا
rasad,رصد
rasadhane,رصدخانه
rasadî,رصدی
ra'şe,رعشه
ra'şedâr,رعشه دار
râsih,راسخ
rassad,رصاد
râst,راست
râstbin,راست بين
râstgû,راست گو
râstperverâne,راست پرورانه
ratbüyâbis,رطب و یابس
râtib,راطب
râtibe,راتبه
ratl,رطل
rauf,رؤف
râvi,راوی
ravza,روضه
rây,رای
râyât,رایات
rayb,ریب
râyet,رایت
râygân,رایگان
râyic,رایج
râyiha,رایحه
râyihadar,رایحه دار
râz,راز
râzi,راضی
râzık,رازق
reâya,رعایا
rebî',ربيع
recâ,رجا
recm,رجم
recül,رجل
recüliyyet,رجليت
redd,رد
ref',رفع
refâh,رفاه
refâkat,رفاقت
re'fet,رأفت
reff,رف
refî',رفيع
refik,رفيق
refîka,رفيقه
reft,رفت
reftâr,رفتار
reg,رگ
regzen,رگ زن
reh,ره
rehâ,رها
rehâkâr,رهاکار
rehavet,رخاوت
rehavetkâr,رخاوتکار
rehber,رهبر
rehgüzâr,رهگذار
rehîn,رهين
rehn,رهن
rehnüma,رهنما
reis,رئيس
rekâket,رکاکت
rekz,رکز
remîde,رميده
remiz,رمز
reml,رمل
remmal,رمال
remz,رمز
renc,رنج
rencber,رنجبر
rencîde,رنج دیده
rencûr,رنجور
reng,رنگ
rengâreng,رنگارنگ
rengin,رنگين
re's,رأس
resâ,رسا
resâil,رسائل
reşehat,رشحات
re'sen,رأسا
reşid,رشيد
reşk,رشک
reşkâver,رشک آور
resm,رسم
resmen,رسما
resmiyyet,رسميت
resul,رسول
re'sülmal,رأس المال
retküfetk,رتق و فتق
revâ,روا
revâbıt,روابط
revac,رواج
revak,رواق
revân,روان
reviş,روش
revnak,رونق
revnak,رونق
revnakbahş,رونق بخش
revnakbahş,رونق بخش
revnakdar,رونقدار
revnakdar,رونقدار
revzen,روزن
revzen,روزن
re'y,رأی
re'y,رأی
reyhan,ریحان
reyhan,ریحان
rez,رز
rez,رز
rezâil,رذائل
rezâil,رذائل
rezâlet,رذالت
rezâlet,رذالت
rezzak,رزاق
rezzak,رزاق
riâyet,رعایت
riâyet,رعایت
riâyetkâr,رعایتکار
riâyetkâr,رعایتکار
ribâ,ربا
ribâ,ربا
ribâhar,رباخوار
ribâhar,رباخوار
ribat,رباط
ribat,رباط
ricakâr,رجاکار
ricakâr,رجاکار
ricâl,رجال
ricâl,رجال
ric'at,رجعت
ric'at,رجعت
ridâ,ردا
ridâ,ردا
rıdvan,رضوان
rıdvan,رضوان
rie,رئه
rie,رئه
rihlet,رحلت
rihlet,رحلت
rıhlet,رحلت
rıhlet,رحلت
rikâb,ركاب
rikâb,رکاب
rikâb,رکاب
rikâb,ركاب
rikkat,رقت
rikkat,رقت
rind,رند
rind,رند
rîş,ریش
rîş,ریش
rîşdâr,ريشدار
rîşdâr,ريشدار
rîşe,ریشه
rîşe,ریشه
rîşhand,ریشخند
rîşhand,ریشخند
rişvet,رشوت
rişvet,رشوت
rivâyât,روایات
rivâyât,روایات
rivâyet,روایت
rivâyet,روایت
riyâ,ریا
riyâ,ریا
riyâkâr,ریاکار
riyâkâr,ریاکار
riyâkârâne,ریاکارانه
riyâkârâne,ریاکارانه
riyâset,ریاست
riyâset,ریاست
riyâz,ریاض
riyâz,ریاض
riyâzet,ریاضت
riyâzet,ریاضت
riyâzî,ریاضی
riyâzî,ریاضی
riyâziyat,ریاضيات
riyâziyat,ریاضيات
riyâziyyûn,ریاضيون
riyâziyyûn,ریاضيون
rızâ,رضا
rızâ,رضا
rızk,رزق
rızk,رزق
rû,رو
rû,رو
rub',ربع
rub',ربع
rübab,رباب
rübab,رباب
rûbah,روباه
rûbah,روباه
rübai,رباعی
rübai,رباعی
rubaiyat,رباعيات
rubaiyat,رباعيات
rûbeh,روبه
rûbeh,روبه
rûberû,روبرو
rûberû,روبرو
rüchan,رجحان
rüchan,رجحان
rücû,رجوع
rücû,رجوع
rüesâ,رؤسا
rüesâ,رؤسا
rüfekâ,رفقا
rüfekâ,رفقا
rugan,روغن
rugan,روغن
ruh,رخ
ruh,رخ
rûh,روح
rûh,روح
ruham,رخام
ruham,رخام
ruhbân,رهبان
ruhbân,رهبان
ruhbâniyyet,رهبانيت
ruhbâniyyet,رهبانيت
rûhefza,روح افزا
rûhefza,روح افزا
rûhî,روحی
rûhî,روحی
rûhiyyat,روحيات
rûhiyyat,روحيات
ruhsâr,رخسار
ruhsâr,رخسار
ruhsat,رخصت
ruhsat,رخصت
ruk'a,رقعه
ruk'a,رقعه
rukâd,رقاد
rukâd,رقاد
rükn,رکن
rükn,رکن
rüku',ركوع
rüku',ركوع
rumûz,رموز
rumûz,رموز
rüşd,رشد
rüşd,رشد
rûşen,روشن
rûşen,روشن
rüsum,رسوم
rüsum,رسوم
rüsûmat,رسومات
rüsûmat,رسومات
rüsvâ /y,رسوای
rüsvâ /y,رسوای
rüşvet,رشوت
rüşvet,رشوت
rutûbet,رطوبت
rutûbet,رطوبت
rûy,روی
rûy,روی
rüya,رویا
rüya,رویا
rü'yet,رؤیت
rü'yet,رؤیت
rûy-i zemin,روی زمين
rûy-i zemin,روی زمين
rûz,روز
rûz,روز
rûze,روزه
rûze,روزه
rûzgâr,روزگار
rûzgâr,روزگار
rüzgâr,روزگار
rüzgâr,روزگار
rûz-merre,روزمره
rûz-merre,روزمره
rûznâmçe,روزنامچه
rûznâmçe,روزنامچه
rûzüşeb,روز و شب
rûzüşeb,روز و شب
saâdet,سعادت
saâdet,سعادت
saâdetbahş,سعادت بخش
saâdetbahş,سعادت بخش
saâdetmend,سعادتمند
saâdetmend,سعادتمند
sabâ,صبا
sabâ,صبا
sabah,صباح
sabah,صباح
sabâvet,صباوت
sabâvet,صباوت
sâbi',سابع
sâbi',سابع
sabî,صبی
sabî,صبی
sâbi'an,سابعا
sâbi'an,سابعا
sâbi'î,صابئی
sâbi'î,صابئی
sâbık,سابق
sâbık,سابق
sâbıka,سابقه
sâbıka,سابقه
sâbıküzzikr,سابق الذکر
sâbıküzzikr,سابق الذکر
sâbir,صابر
sâbir,صابر
sabır,صبر
sabır,صبر
sâbit,ثابت
sâbit,ثابت
sabr,صبر
sabr,صبر
sabûh,صبوح
sabûh,صبوح
sabun,صابون
sabun,صابون
sabûr,صبور
sabûr,صبور
sâcid,ساجد
sâcid,ساجد
sad,صد
sad,صد
şâd,شاد
şâd,شاد
sadâ,صدا
sadâ,صدا
sadâkat,صداقت
sadâkat,صداقت
şâdân,شادان
şâdân,شادان
sadâret,صدارت
sadâret,صدارت
sadâretpenah,صدارت پناه
sadâretpenah,صدارت پناه
sâdât,سادات
sâdât,سادات
sâde,ساده
sâde,ساده
saded,صدد
saded,صدد
sâdedil,ساده دل
sâdedil,ساده دل
sâdedilâne,ساده دلانه
sâdedilâne,ساده دلانه
sadef,صدف
sadef,صدف
sâdelevh,ساده لوح
sâdelevh,ساده لوح
sademat,صدمات
sademat,صدمات
şâdî,شادی
şâdî,شادی
sâdık,صادق
sâdık,صادق
sâdıkülkavl,صادق القول
sâdıkülkavl,صادق القول
sâdır,صادر
sâdır,صادر
sâdire,صادره
sâdire,صادره
sâdis,سادس
sâdis,سادس
sâdisen,سادسا
sâdisen,سادسا
şâdmân,شادمان
şâdmân,شادمان
şâdmânî,شادمانی
şâdmânî,شادمانی
sadme,صدمه
sadme,صدمه
sadpâre,صدپاره
sadpâre,صدپاره
sadr,صدر
sadr,صدر
sadsâl,صدسال
sadsâl,صدسال
şâdurvan,شادروان
şâdurvan,شادروان
saf,صف
saf,صف
sâf,صاف
sâf,صاف
safâ,صفا
safâ,صفا
safâbahş,صفابخش
safâbahş,صفابخش
safahât,صفحات
safahât,صفحات
şafak,شفق
şafak,شفق
safbeste,صف بسته
safbeste,صف بسته
safder,صفدر
safder,صفدر
safderûn,صاف درون
safderûn,صاف درون
safderûnâne,صاف درونانه
safderûnâne,صاف درونانه
safdil,صاف دل
safdil,صاف دل
safdilâne,صاف دلانه
safdilâne,صاف دلانه
saff,صف
saff,صف
safha,صفحه
safha,صفحه
şâfi',شافع
şâfi',شافع
sâfî,صافی
sâfî,صافی
sâfil,سافل
sâfil,سافل
safîr,صفير
safîr,صفير
safra,صفره
safra,صفره
safsâf,صفصاف
safsâf,صفصاف
safsata,سفسطه
safsata,سفسطه
safşikâf,صف شکاف
safşikâf,صف شکاف
safşiken,صاف شکن
safşiken,صاف شکن
safvet,صفوت
safvet,صفوت
sâgar,ساغر
sâgar,ساغر
sagîr,صغير
sagîr,صغير
şâgird,شاگرد
şâgird,شاگرد
şâgirdân,شاگردان
şâgirdân,شاگردان
sağr,ثغر
sağr,ثغر
şâh,شاخ
şâh,شاه
şâh,شاخ
şâh,شاه
sâha,ساحه
sâha,ساحه
sahâ,ساخه
sahâ,ساخه
sahâbe,صحابه
sahâbe,صحابه
sahâbî,صحابی
sahâbî,صحابی
şahâdet,شهادت
şahâdet,شهادت
şahâdetname,شهادت نامه
şahâdetname,شهادت نامه
sahâif,صحائف
sahâif,صحائف
şâhân,شاهان
şâhân,شاهان
şâhâne,شاهانه
şâhâne,شاهانه
sahâra,صحاری
sahâra,صحاری
sahbâ,صهبا
sahbâ,صهبا
şahbal,شاهبال
şahbal,شاهبال
şâhenşâh,شاهنشاه
şâhenşâh,شاهنشاه
şâheser,شاه اثر
şâheser,شاه اثر
sahhaf,صحاف
sahhaf,صحاف
sahî,سخی
sahî,سخی
şâhî,شاهی
şâhî,شاهی
sâhib,صاحب
sâhib,صاحب
sâhibcemâl,صاحب جمال
sâhibcemâl,صاحب جمال
sâhibe,صاحبه
sâhibe,صاحبه
sâhibkemal,صاحب کمال
sâhibkemal,صاحب کمال
sâhibkerâmet,صاحب کرامت
sâhibkerâmet,صاحب کرامت
sâhibkıran,صاحب قران
sâhibkıran,صاحب قران
sâhibnazar,صاحب نظر
sâhibnazar,صاحب نظر
şâhid,شاهد
şâhid,شاهد
sahife,صحيفه
sahife,صحيفه
sahih,صحيح
sahih,صحيح
şâhika,شاهقه
şâhika,شاهقه
sâhil,ساحل
sâhil,ساحل
sâhilhane,ساحل خانه
sâhilhane,ساحل خانه
şahin,شاهين
şahin,شاهين
sâhir,ساحر
sâhir,ساحر
şâhkâr,شاهکار
şâhkâr,شاهکار
sahleb,ثعلب
sahleb,ثعلب
sahn,صحن
sahn,صحن
şahne,شحنه
şahne,شحنه
şâhnişin,شاهنشين
şâhnişin,شاهنشين
sahr,صخر
sahr,صخر
sahra,صحرا
sahra,صحرا
şâhrah,شاهراه
şâhrah,شاهراه
sahre,صخره
sahre,صخره
şâhreg,شاهرگ
şâhreg,شاهرگ
şahs,شخص
şahs,شخص
şâhsâr,شاخسار
şâhsâr,شاخسار
şahsen,شخصا
şahsen,شخصا
şahsî,شخصی
şahsî,شخصی
şahsiyet,شخصيت
şahsiyet,شخصيت
şahsüvar,شاه سوار
şahsüvar,شاه سوار
saht,سخت
saht,سخت
sahte,ساخته
sahte,ساخته
sahtekâr,ساخته کار
sahtekâr,ساخته کار
sahtiyan,سختيان
sahtiyan,سختيان
sahûr,ساحور
sahûr,ساحور
şahvar,شاهوار
şahvar,شاهوار
şâhzade,شاهزاده
şâhzade,شاهزاده
sâ'î,ساعی
sâ'î,ساعی
sâib,صائب
sâib,صائب
şâibe,شائبه
şâibe,شائبه
sâibî,صائبی
sâibî,صائبی
sâid,ساعد
sâid,ساعد
sâik,سائق
sâik,سائق
sâika,سائقه
sâika,سائقه
sâil,سائل
sâil,سائل
sâim,صائم
sâim,صائم
sâir,سائر
sâir,سائر
şâir,شاعر
şâir,شاعر
şaîr,شعير
şaîr,شعير
şâiran,شاعران
şâiran,شاعران
şâirâne,شاعرانه
şâirâne,شاعرانه
şâire,شاعره
şâire,شاعره
sâirfilmenâm,سائر فی المنام
sâirfilmenâm,سائر فی المنام
saiy,سعی
saiy,سعی
sâk,ساق
sâk,ساق
sakâmet,سقامت
sakâmet,سقامت
sâkeyn,ساقين
sâkeyn,ساقين
sakf,سقف
sakf,سقف
şakî,شقی
şakî,شقی
sâkî,ساقی
sâkî,ساقی
şâkî,شاکی
şâkî,شاکی
sâkıb,ثاقب
sâkıb,ثاقب
sakil,ثقيل
sakil,ثقيل
sakim,سقيم
sakim,سقيم
sâkin,ساکن
sâkin,ساکن
şâkir,شاکر
şâkir,شاکر
şâkird,شاکرد
şâkird,شاکرد
sâkit,ساکت
sâkit,ساکت
sâkıt,ساقط
sâkıt,ساقط
şakk,شق
şakk,شق
sakka,سقا
sakka,سقا
şâkûl,شاکول
şâkûl,شاکول
şakuli,شاقولى
şakuli,شاقولى
sâl,سال
sâl,سال
şâl,شال
şâl,شال
salâbet,صلابت
salâbet,صلابت
salâh,صلاح
salâh,صلاح
salâhiyet,صلاحيت
salâhiyet,صلاحيت
salâhiyetdâr,صلاحيت دار
salâhiyetdâr,صلاحيت دار
salât,صلات
salât,صلات
sâldîde,سال دیده
sâldîde,سال دیده
sa'leb,ثعلب
sa'leb,ثعلب
salib,صليب
salib,صليب
salîbî,صليبی
salîbî,صليبی
sâlif,سالف
sâlif,سالف
sâlifüzzikr,سالف الذکر
sâlifüzzikr,سالف الذکر
sâlih,صالح
sâlih,صالح
sâlik,سالک
sâlik,سالک
sâlim,سالم
sâlim,سالم
sâlimen,سالما
sâlimen,سالما
sâlis,ثالث
sâlis,ثالث
sâlisen,ثالثا
sâlisen,ثالثا
sâlnâme,سالنامه
sâlnâme,سالنامه
sâlûs,سالوس
sâlûs,سالوس
şâm,شام
şâm,شام
sâmân,سامان
sâmân,سامان
şâme,شامه
şâme,شامه
şâmgâh,شامگاه
şâmgâh,شامگاه
sâmi',سامع
sâmi',سامع
sâmî,سامی
sâmî,سامی
şâmî,شامی
şâmî,شامی
sâmia,سامعه
sâmia,سامعه
şâmih,شامخ
şâmih,شامخ
şâmil,شامل
şâmil,شامل
samîmâne,صميمانه
samîmâne,صميمانه
samîmî,صميمی
samîmî,صميمی
samimiyet,صميميت
samimiyet,صميميت
sâmin,ثامن
sâmin,ثامن
sâminen,ثامنا
sâminen,ثامنا
şâmme,شامه
şâmme,شامه
şân,شان
şân,شان
sanâyi,صنایع
sanâyi,صنایع
sancak,سنجاق
sancak,سنجاق
sandûk,صندوق
sandûk,صندوق
sandukdar,صندوقدار
sandukdar,صندوقدار
şâne,شانه
şâne,شانه
sanem,صنم
sanem,صنم
sânevî,ثانوی
sânevî,ثانوی
sâni',صانع
sâni',صانع
sânî,ثانی
sânî,ثانی
saniye,ثانيه
saniye,ثانيه
sâniyen,ثانيا
sâniyen,ثانيا
şa'r,شعر
şa'r,شعر
sâr,ثار
sâr,ثار
şarâb,شراب
şarâb,شراب
şarâbî,شرابی
şarâbî,شرابی
sarâhat,صراحت
sarâhat,صراحت
sarâhaten,صراحة
sarâhaten,صراحة
sârban,ساربان
sârban,ساربان
sarf,صرف
sarf,صرف
sarfiyat,صرفيات
sarfiyat,صرفيات
şâri',شارع
şâri',شارع
sârî,ساری
sârî,ساری
şâribülleyli vennehâr,شارب الليل والنهار
şâribülleyli vennehâr,شارب الليل والنهار
şârih,شارح
şârih,شارح
sarîh,صريح
sarîh,صريح
sarîh,صریح
sarîh,صریح
sarîh,صريح
sarîh,صريح
sarîhan,صریحا
sarîhan,صریحا
sârik,سارق
sârik,سارق
sârim,صارم
sârim,صارم
şa'riyye,شعریه
şa'riyye,شعریه
şark,شرق
şark,شرق
şarkan,شرقا
şarkan,شرقا
şarkî,شرقی
şarkî,شرقی
şarkiyat,شرقيات
şarkiyat,شرقيات
şarkiyyûn,شرقيون
şarkiyyûn,شرقيون
sarsar,صرصر
sarsar,صرصر
şart,شرط
şart,شرط
şartiyyet,شرطيت
şartiyyet,شرطيت
şartnâme,شرط نامه
şartnâme,شرط نامه
şa'şa'a,شعشعه
şa'şa'a,شعشعه
şa'şa'adâr,شعشعه دار
şa'şa'adâr,شعشعه دار
şast,شست
şast,شست
sath,سطح
sath,سطح
sathî,سطحی
sathî,سطحی
şathiyyat,شطحيات
şathiyyat,شطحيات
şâtır,شاطر
şâtır,شاطر
satl,سطل
satl,سطل
şatranc,شطرنج
şatranc,شطرنج
şatt,شط
şatt,شط
satvet,سطوت
satvet,سطوت
savâb,ثواب
savâb,ثواب
savb,صوب
savb,صوب
savlet,صولت
savlet,صولت
savm,صوم
savm,صوم
savmaa,صومعه
savmaa,صومعه
savt,صوت
savt,صوت
sa'y,سعی
sa'y,سعی
şâyân,شایان
şâyân,شایان
sayd,صيد
sayd,صيد
saydgâh,صيدگاه
saydgâh,صيدگاه
sâye,سایه
sâye,سایه
sâyeban,سایبان
sâyeban,سایبان
şâyed,شاید
şâyed,شاید
sâyedar,سایه دار
sâyedar,سایه دار
şâyeste,شایسته
şâyeste,شایسته
şâyestegî,شایستگی
şâyestegî,شایستگی
sayf,صيف
sayf,صيف
sayfiye,صيفيه
sayfiye,صيفيه
şâygân,شایگان
şâygân,شایگان
sayha,صيحه
sayha,صيحه
şâyi',شایع
şâyi',شایع
şâyia,شایعه
şâyia,شایعه
sâyis,سایس
sâyis,سایس
saykal,صيقل
saykal,صيقل
saykalkâr,صيقلدار
saykalkâr,صيقلدار
sayyad,صياد
sayyad,صياد
saz,ساز
saz,ساز
şâz,شاذ
şâz,شاذ
se,سه
se,سه
şeâmet,شآمت
şeâmet,شآمت
seb',سبع
seb',سبع
şeb,شب
şeb,شب
şebâb,شباب
şebâb,شباب
şebâhet,شباهت
şebâhet,شباهت
sebak,سبق
sebak,سبق
şebân,شبان
şebân,شبان
şebangâh,شبانگاه
şebangâh,شبانگاه
sebât,ثبات
sebât,ثبات
sebâtkâr,ثباتکار
sebâtkâr,ثباتکار
şebâviz,شباویز
şebâviz,شباویز
sebâyidü,سه با دو
sebâyidü,سه با دو
sebbâbe,سبابه
sebbâbe,سبابه
şebbûy,شب بوی
şebbûy,شب بوی
sebeb,سبب
sebeb,سبب
sebebiyet,سببيت
sebebiyet,سببيت
sebed,سبد
sebed,سبد
şebefrûz,شب افروز
şebefrûz,شب افروز
şebeke,شبکه
şebeke,شبکه
şebgerd,شبگرد
şebgerd,شبگرد
şebgîr,شبگير
şebgîr,شبگير
şebîh,شبيه
şebîh,شبيه
şebîhûn,شبيخون
şebîhûn,شبيخون
sebîke,سبيکه
sebîke,سبيکه
sebil,سبيل
sebil,سبيل
seb'in,سبعين
seb'in,سبعين
şebistan,شبستان
şebistan,شبستان
sebk,سبک
sebk,سبک
sebkat,سبقت
sebkat,سبقت
