a,آ
mübhemiyet,مبهميت
mübrem,مبرم
mübtedâ,مبتدا
mübtedî,مبتدى
mübtelâ,مبتلا
mübtenî,مبتنى
mübtezel,مبتذل
mücâdele,مجادله
mücâhid,مجاهد
mücâmaa,مجامعه
mücânebet,مجانبت
mücâveret,مجاورت
mücâvir,مجاور
mücâzât,مجازات
mücbir,مجبر
mücedded,مجدد
müceddeden,مجدداً
müceddid,مجدد
mücevher,مجوهر
mücevherat,مجوهرات
mücehhez,مجهز
mücellâ,مجلا
mücelled,مجلد
mücellid,مجلد
mücellidlik,مجلدلك
mücerreb,مجرب
mücerrebât,مجربات
mücerredât,مجردات
mücerred,مجرد
mücessem,مجسم
mücmel,مجمل
mücmelen,مجملاً
mücrim,مجرم
müctehid,مجتهد
müctemî,مجتمع
müctemian,مجتمعاً
müctenib,مجتنب
müdâfaa,مدافعه
müdâfî,مدافع
müdâhale,مداخله
müdâhene,مداهنه
müdâheneci,مداهنه‌جى
müdâhim,مداهن
müdara,مدارا
müdâvât,مداواة
müdâvele,مداواله
müdâvemet,مداومت
müdâvî,مداوى
müdâvim,مداوم
müddea,مدعا
müddeî,مدعى
müdebbir,مدبّر
müdekkık,مدقق
müddekkıkaane,مدققانه
müddellel,مدلل
müddet,مدت
müdevven,مدون
müdevvenât,مدونات
müdevver,مدور
müdebbirâne,مدبرانه
müderris,مدرس
müderrislik,مدرسلك
müdhiş,مدهش
müdrik,مدرك
müdür,مدير
müdüriyet,مديريت
müdürlük,مديرلك
müebbed,مؤبد
müeccel,مؤجل
müeddâ,مؤدا
müeddî,مؤدى
müeddib,مؤدب
müekked,مؤكد
müekkel,مؤكل
müekkid,مؤكد
müekkil,موكّل
müellefât,مؤلفات
müellif,مؤلف
müellim,مؤلم
müennes,مؤنث
müesses,مؤسس
müessese,مؤسسه
müessif,مؤسف
müessir,مؤثر
müessis,مؤسس
müeyyed,مؤيد
müezzin,مؤذن
müfahham,مفخم
müfekkir,مفكر
müfekkire,مفكره
müfettiş,مفتش
müfettişlik,مفتشلك
müfîd,مفيد
müflis,مفلس
müfred,مفرد
müfredât,مفردات
müfrez,مفرز
müfreze,مفرزه
müfrit,مفرط
müfsid,مفسد
müftehir,مفتخر
müfteri,مفترى
müftî,مفتى
müftilik,مفتيلك
mühendis,مهندس
mühendishâne,مهندسخانه
mühendislik,مهندسلك
müheyyâ,مهيا
müheyyic,مهيج
mühib,مهيب
mühim,مهم
mühimmât,مهمات
mühimme,مهمه
mühlet,مهلت
mühlik,مهلك
mühmel,مهمل
mühtedî,مهتدى
mühür,مهر
mühürdar,مهردار
mühürlemek,مهرلمك
mühürlenmek,مهرلنمك
mühürletmek,مهرلتمك
mühürlü,مهرلى
müjde,مژده
müjdeci,مژده‌جى
müjdelik,مژده‌لك
mükâfat,مكافات
mükâleme,مكالمه
mükâtebe,مكاتبه
mükellef,مكلف
mükemmel,مكمل
mükerrem,مكرم
mükerrer,مكرر
mükerreren,مكرراً
mükevven,مكون
mükevvenât,مكونات
mükevvin,مكون
mükeyyefât,مكيفات
mükrim,مكرم
müktesebât,مكتسبات
mülâhaza,ملاحظه
mülâhham,ملحم
mülâkaat,ملاقات
mülâkat,ملاقات
mülâkıy,ملاقى
mülâyemet,ملايمت
mülâyim,ملائم
mülâzemet,ملازمت
mülâzim,ملازم
mülevven,ملون
mülevves,ملوث
mülevvin,ملون
müleyyin,ملين
mülgâ,ملغا
mülhak,ملحق
mülhakaat,ملحقات
mülhakat,ملحقات
mülhem,ملهم
mülhid,ملحد
mülhidlik,ملحدلك
mülk,ملك
mülkî,ملكى
mülkiyet,ملكيت
mültecâ,ملتجا
mültecî,ملتجى
mültefit,ملتفت
mültekaa,ملتقا
mültemes,ملتمس
mültemis,ملتمس
mültezem,ملتزم
mültezim,ملتزم
mülûkâne,ملوكانه
mülzem,ملزم
mümânaat,ممانعت
mümârese,ممارسه
mümes,مماس
mümâselet,مماثلت
mümâsil,مماثل
mümâşat,مماشاة
mümbasıt,منبسط
mümbit,منبت
mümessil,ممثل
mümeyyiz,مميز
mümeyyize,مميزه
mü’min,مؤمن
mümkün,ممكن
mümtâz,ممتاز
mümtazlık,ممتازلق
mümtenî,ممتنع
münâcat,مناجات
münâdî,منادى
münâferet,منافرت
münâfık,منافق
münâfi,منافى
münâkaşa,مناقشه
münâkeha,مناكحه
mün’akid,منعقد
mün’akis,منحكس
münakkah,منقح
münakkaş,منقش
münasebat,مناسبات
münasebet,مناسبت
münâsib,مناسب
mün’atıf,منعطف
münâvebe,مناوبه
münâzaa,منازعه
münâza,منازعه
münâzara,مناظره
mün’azil,منعزل
müncelî,منجلى
müncer,منجر
müncezib,منجذب
müncî,منجى
mündefi,مندفع
mündemic,مندمج
münderecât,مندرجات
münderic,منررج
münebbih,منبه
müneccim,منجم
münevver,منور
münevvir,منور
münezzeh,منزه
münfek,منفك
münferice,منفرجه
münferid,منفرد
münferiden,منفرداً
münfesih,منفسح
münhâl,منحل
münhanî,منحنى
münharif,منحرف
münhedim,منهدم
münhemik,منهمك
münhezim,منهزم
münîf,منيف
mün’im,منعم
münîr,منير
münkaad,منقاد
münkarız,منقرض
münker,منكر
münkerât,منكرات
münkesif,منكسف
münkesir,منكسر
münkeşif,منكشف
münkir,منكر
münşeât,منشات
münşerih,منشرح
münşî,منشى
müntehâ,منتها
müntehab,منتخب
müntehabât,منتخبات
müntehî,منتهى
müntehib,منتخب
müntehil,منتحل
müntehir,منتحر
müntekil,منتقل
müntekim,منتقم
müntesib,منتسب
münteşir,منتشر
münzevi,منزوى
mürâcaat,مراجعت
mürâcaatgâh,مراجعتكاه
mürâdif,مرادف
mürâi,مرائى
mürâîlik,مرائيلك
mürâiyâne,مرائيانه
mürüvvet,مروّت
mürüvvetli,مروّتلى
mürüvvetsiz,مروّتسز
mürüvvetsizlik,مروّتسزلك
müsâade,مساعده
müsâbaka,مسابقه
müsâbakat,مسابقت
müsâdeme,مصادمه
müsâdere,مصادره
müsâdif,مصادف
müsâferet,مسافرت
müsâid,مساعد
müsâleha,مصالحه
müsâlemet,مسالمت
müsâmaha,مسامحه
müsâmahacı,مسامحه‌جى
müsâmahakâr,مسامحه‌كار
müsâmahakârâne,مسامحه‌كارانه
müsâmere,مسامره
müsâraat,مسارعت
müsâvât,مساوات
müsâvî,مساوى
müsbet,مثبت
müsebbib,مسبب
müseccâ,مسجع
müseccel,مسجل
müseddes,مسدس
müsekkin,مسكن
müsellâh,مسلح
müselles,مثلث
müsellesât,مثلثات
müsellem,مسلم
müsellemât,مسلمات
müselsel,مسلسل
müsemmâ,مسما
müsevvid,مسود
müseyyeb,مسيّب
müseyyebâne,مسيبانه
müseyyeblik,مسيبلك
müshil,مسهل
müskir,مسكر
müskirât,مسكرات
müslüman,مسلمان
müslümanca,مسلمانجه
müslim,مسلم
müsmir,مثمر
müsrif,مسرف
müsta’cel,مستعجل
müsta’celen,مستعجلاً
müsta’celiyet,مستعجليت
müstağfir,مستغفر
müstagnii,مستغنى
müstağrak,مستغرق
müstahak,مستحق
müstahdem,مستخدم
müstahkar,مستحقر
müstahkem,مستحكم
müstahsen,مستحسن
müstahsil,مستحصل
müstahzar,مستحضر
müstahzarât,مستحضرات
müstaid,مستعد
müstakar,مستقر
müstakbel,مستقبل
müstakil,مستقل
müstakilen,مستقلاً
müsta’mel,مستعمل
müstanık,مستنطق
müstantiklik,مستنطقلق
müsta’rab,مستعرب
müstear,مستعار
müsteb’ad,مستبعد
müstebidâne,مستبدانه
müstebidlik,مستبدلك
müstebit,مستبد
müste’cir,مستأجر
müste’ciren,مستأجراً
müstefad,مستفاد
müstefîd,مستفيد
müstehcen,مستهجن
müstehlik,مستهلك
müstehzî,مستهزى
müstehziyâne,مستهزيانه
müstekîm,مستقيم
müstekreh,مستكره
müstelzim,مستلزم
müstemî,مستمع
müstemir,مستمر
müstemirren,مستمراً
müstemleke,مستملكه
müstenbat,مستنبط
müstenid,مستند
müsteniden,مستنداً
müstensih,مستنسخ
müsterih,مستريح
müstesnâ,مستثنا
müstesnâ,مستثنى
müstesnâlık,مثتشالق
müsteşar,مستشار
müsteşarlık,مستشارلق
müsteir,مستتر
müstevcib,مستوجب
müstevdî,مستودع
müstevî,مستوى
müstevlî,مستولى
müsvedde,مسوده
müşâbehet,مشابهت
müşâbih,مشابه
müşâcere,مشاجره
müşâhedât,مشاهدات
müşâhede,مشاهده
müşahhas,مشخص
müşâreket,مشاركت
müşârunileyh,مشاراليه
müşâvere,مشاوره
müşâvir,مشاور
müşâvirlik,مشاورلك
müşebbeh,مشبه
müşebbehünbih,مشبه‌به
müşekkel,مشكل
müşerref,مشرف
müşevveş,مشوش
müşevvik,مشوق
müşfik,مشفق
müşfikaane,مشفقانه
müşfikane,مشفقانه
müşir,مشير
müşirlik,مشيرلك
müşkil,مشكل
müşkilât,مشكلات
müşkülpesent,مشكلپسند
müşrik,مشرك
müştaak,مشتاق
müştak,مشتاق
müştagil,مشتغل
müştak,مشتق
müştehir,مشتهر
müştegil,مشتغل
müştekî,مشتكى
müştemil,مشتمل
müştemilat,مشتملات
müşterek,مشترك
müştereken,مشتركاً
müşteri,مشترى
mütâbaat,متابعت
mütâleâ,مطالعه
mütâlaâ,مطالعه
mütâreke,متاركه
müteaddî,متعدى
müteaddid,متعدد
müteaccib,متعجب
müteaffin,متعفن
müteahhid,متعهد
müteahhir,متأخر
müteâhid,متعاهد
müteâkıb,متعاقب
müteallik,متعلق
müteammid,متعمد
müteannid,متعند
mütearrız,متعرض
müteayyin,متعين
müteassir,متعسر
müteazzım,متعظم
mütebâdil,متبادل
mütebahhir,متبحر
mütebâki,متباقى
mütebasbıs,متبصبص
mütebâyin,متباين
mütebellir,متبلر
mütebessim,متبسم
mütebessim,متبسم
mütebeyyin,متبيين
mütecânis,متجانس
mütecâsir,متجاسر
mütecâvir,متجاور
mütecâviz,متجاوز
müteceddit,متجدد
mütecessis,متجسس
mütecezzi,متجزى
mütedâhil,متداخل
mütedâir,متداژ
mütedâvil,متداول
mütedeyyin,متدين
müteehhil,متأهل
müteellim,متألم
müteenî,متأنى
müteessif,متأسف
müteessir,متأثر
müteezzi,متأذى
mütefâvit,متفاوت
mütefekkir,متفكر
mütefennin,متفنن
müteferrik,متفرق
müteferrî,متفرع
müteferrid,متفرد
mütefessih,متفسخ
mütegallip,متغلب
mütegallibâne,متغلبانه
mütegallibe,متغلبه
mütegayyir,متغير
mütehaccir,متحجر
mütehakkim,متحكم
mütehâlif,متخالف
mütehâlik,متهالك
mütehalli,متحلى
mütehallik,متحلق
müteharrik,متحرك
mütehassıl,متحصل
mütehassis,متحسس
mütehassıs,متحصص
mütehassir,متحسر
mütehavvil,متحول
mütehayyil,متخيل
mütehayyir,متحير
mütehayyiz,متحيز
mütehavvir,متهور
mütehavvirâne,متهورنه
müteheyyic,متهيج
müttehiden,متّحداً
mütekaabil,متقابل
mütekabil,متقابل
mütekaaib,متقارب
mütekaib,متقارب
mütekaddim,متقدم
mütekallis,متقلص
mütekâmil,متكامل
mütekarrib,متقرب
mütekarrir,متقرر
mütekâsif,متكاثف
mütekebbir,متكبر
mütekeffil,متكفل
mütekellim,متكلم
mütelezziz,متلذذ
mü’telif,مؤتلف
mütemâdi,متمادى
mütemâdiyen,متمادياً
mütemârız,متمارض
mütemaddin,متمدن
mütemekkin,متمكن
mütemerrid,متمرد
mütememmim,متمم
mütenâhi,متناهى
mütenâkız,متناقس
mütenâsib,متناسب
mütenâvib,متناوب
mütenâzır,متناظر
mütenebbi,متنبى
mütenebbih,متنبه
müteneffir,متنفر
mütenevvî,متننوع
müterâdif,مترادف
müterâfık,مترافق
müterâkim,متراكم
müterakkî,مترقى
mütercem,مترجم
mütereddî,متردى
mütereddid,متردد
müterrekkib,متركب
müteressib,مترسب
müterettib,مترتب
mütesâdif,متصادف
mütesâvi,متساوى
müteselli,متسلى
mütesellim,متسلم
müteselsil,متسلسل
müteselsilen,متسلسلاً
müteşâbih,متشابه
müteşâir,متشاعر
müteşebbis,متثبث
müteşekkî,متشكى
müteşekkil,متشكل
müteşekkir,متشكر
müteşerri’,متشرع
mütevâfık,متوافق
mütevakkıf,متوقف
mütevâli,متوالى
mütevâliyen,متوالياً
mütevârid,متوارد
mütevâris,متوارث
mütevassıt,متوسط
mütevattın,متوطن
mütevâtir,متواتر
mütevâzi,متوازى
mütevâzin,متوازن
müteveccih,متوجه
müteveccihen,متوجهاً
müteveffâ,متوفا
mütevehhim,متوهم
mütevekkil,متوكل
mütevellid,متولد
müteverrim,متورم
müteyakkız,متيقظ
müteyemmen,متيمن
müteyemminen,متيمناً
mütezâyid,متزايد
mütezelzil,متزلزل
mütezevviç,متزوج
müttakî,متقى
müttefik,متفق
müttefikan,متفقاً
müttehaz,متخذ
müttehem,متهم
müttehid,متهد
müttehim,متهم
müvellâ,مولى
müvellid,مولد
müvellidülhumûza,مولدالحموضه
müvellidülmâ,مولدالماء
müverrih,مورخ
müvesvis,موسوس
müvezzî,موزع
müyesser,ميسر
müzaharafat,مزحرفات
müzâkerat,مذاكرات
müzâkere,مذاكره
müzâkereci,مذاكره‌جى
müzâyede,مزايده
müzdad,مزداد
müze,موزه
müzebzeb,مذبذب
müzehheb,مذهب
müzehhiblik,مدهبلك
müzekker,مذكر
müzekkere,مذكره
müzevvir,مزور
müzevvirâne,مزورانه
müzevirlik,مزورلك
müzeyyen,مزين
müzik,موزيك
müzmin,مزمن
nâbecâ,نابجا
nâbedid,بابديد
nabız,نبض
nâbid,نابت
nâbûd,نابود
nâçîz,ناچيز
nâçizâne,ناچيزانه
nâdân,نادان
nâdanlık,نادانلق
nadas,ناداس
nadas,نطس
nâdîde,ناديده
nâdir,نادر
nâdire,نادره
nâdim,نادم
nafaka,نفقه
nâfî,نافع
nâfia,نافعه
nâfile,نافله
nâfiz,نافذ
naftalin,نافتالين
nâgâh,ناگاه
nâgehan,ناگهان
nâğme,نغمه
nahif,نحيف
nahiflik,نحيفلك
nahiv,نحو
nâhiye,ناحيه
nahvî,نحوى
nahoş,ناخوش
nâib,نائب
nâil,نائل
nâiliyet,نائليت
nâim,نائم
nâime,ناعمه
nâkaabil,ناقابل
nâkabil,ناقابل
nâkarat,نقرات
nakd,نقد
nakden,نقداً
nakdi,نقدى
nakibüleşraf,نقيب الاشراف
nâkıliyet,ناقليت
nakır,نقر
nâkıs,ناقص
nakisa,نقيصه
nakış,نقش
nakil,نقل
nakil,ناقل
nakkâre,نقاره
nakkaş,نقاش
nakkaşlık,نقاشلق
naklen,نقلاً
nakletmek,نقل ايتمك
nakli,نقلى
nakliyat,نقليات
nakliye,نقليه
nâkarât,نقرات
nakşibendi,نقشبندی
nakz,نقض
nakzetmek,نقض ايتمك
nal,نعل
nal,نال
nalbant,نعلبند
nalbantlık,نعلبندلك
nalça,نعلچه
nâle,ناله
nalın,نعلين
nalıncı,نعلينجى
nalıncıkeseri,نعلينجى كسرى
nallamak,نعللامق
nallanmak,نعللانمق
nallatmak,نعللاتمق
Nallıhan,نعلی‌خان
nâm,نام
nâmahdud,نامحدود
nâmahrem,نامحرم
nâmahremlik,نامحرملك
nâmâlum,نامعلوم
namaz,نماز
namazgâh,نمازگاه
nâmidar,نامدار
nâme,نامه
nâmerd,نامرد
nâmerdlik,نامردلك
namlı,ناملى
namlu,ناملو
nâmûs,ناموس
nâmuskâr,ناموسكار
nâmuslu,ناموسلى
nâmussuz,ناموسسز
nâmütenâhî,نامتناهى
namzed,نامزد
namzedlik,نامزدلك
nankör,نانكور
nankörlük,نانكورلك
nâne,نانه
nânemolla,نانه‌منلا
nanpâre,نانپاره
nar,نار
nâra,نعره
nargile,نارگيله
nârin,نارين
nârinlik,نارينلك
nark,نرخ
nâs,نس
nas,نص
nasb,نصب
nasbetmek,نصب ايتمك
nâsıh,ناسخ
nasıl,ناصل
nasıl,نصل
nasır,ناصير
nasırlı,ناصيرلى
nasırlanmak,ناصيرلانمق
nâsiye,ناميه
nasib,نصيب
nasihat,نصيحت
nasrâni,نصرانى
nasüt,ناسوت
nâşî,ناشى
nâşir,ناشر
na’t,نعت
nâtamam,ناتمام
nâtık,ناطق
nâtıka,ناطقه
natıkalı,ناطقه‌لى
natır,ناطر
natuk,نطوق
natıra,ناتورا
natüralist,ناتوراليست
natüralizm,ناتوراليزم
nâtüvan,ناتوان
natürel,ناتوره‌ل
naz,ناز
nazar,نظر
nazaran,نظراً
nazarî,نظرى
nazariyat,نظريات
nazariye,نظريه
nâzenin,نازينن
nâzım,ناظم
Nazımiye,ناظميه
nâzır,ناظر
nâzik,نازك
nâzikâne,نازكانه
nâziklik,نازكلك
nâzil,نازل
Nazilli,نازللى
nâzire,نظيره
nazlanmak,نازلانمق
nazlı,نازلى
nazmen,نظماً
ne,نه
nebat,نبات
nebâtî,نباتى
nebean,نبعان
nebevî,نبوى
nebi,نبى
nebülöz,نه‌بولوز
nebze,نبذه
necâbet,نجابت
necâbetli,نجابتلى
necâset,نجاست
necâşî,نجاشى
necat,نجات
necef,نجف
necib,نجيب
Necid,نجد
necim,نجم
necis,نجس
nedâmet,ندامت
nedbe,ندبه
nedim,نديم
nedimlik,نديملك
nedret,ندرت
nefâis,نفائس
nefâset,نفاست
nefer,نفر
nefes,نفس
nefeslenmek,نفسلنمك
nefeslik,نفسلك
nefh,نفخ
nefha,نفخه
nefhetmek,نفخ ايتمك
nefi,نفع
nefîs,نفيس
nefiy,نفى
nefret,نفرت
nefrit,نفريت
nefsâni,نفسانى
nefsâniyet,نفسانيت
nefsâniyetli,نفسانيتلى
nefsî,نفسى
neft,نفت
nefyetmek,نفى ايتمك
negatif,نه‌غاتيف
nehâri,نهارى
nehir,نهر
nehiy,نهى
nejat,نژاد
nekaahet,نقاهت
nekahet,نقاهت
nekahat,نقاهت
nekadar,نقدر
nekes,نكس
nekes,ناكس
nekeslik,ناكسلك
nekre,نكره
nem,نم
nemâ,نما
Nemçe,نمچه
nemlenmek,نملنمك
nemletmek,نملتمك
nemli,نملى
Nemrud,نمرود
nemrudluk,نمرودلق
Nemse,نمسه
nere,نره
nerden,نردن
nereden,نره‌دن
nereli,نره‌لى
nereye,نره‌يه
nergis,نرگس
nesci,نسجى
neseb,نسب
neseben,نسباً
nesebî,نسبى
neshetmek,نسخ ايتمك
nesic,نسج
nesih,نسخ
nesil,نسل
nesîm,نسيم
nesir,نثر
nesren,نثراً
nesrin,نسرين
neşat,نشاط
neşatlı,نشاطلى
neşatsız,نشاطسز
neş’e,نشئه
neş’elendirmek,نشئه‌لنديرمك
neş’elenmek,نشئه‌لنمك
neş’eli,نشئه‌لى
neş’esiz,نشئه‌سز
neş’et,نشأت
neşide,نشيده
